	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
616	118.811659,32.107074	和燕路348号	栖霞区	南京市	B0FFHI48AQ	[]	沃尔玛停车场	江苏省	[]	交通设施服务;停车场;公共停车场	150904	118.811659	32.107074	沃尔玛
617	102.740043,25.092226	北京路1127号	盘龙区	昆明市	B0FFH3KYQD	[]	沃尔玛停车场	云南省	[]	交通设施服务;停车场;公共停车场	150904	102.740043	25.092226	沃尔玛
618	120.667882,28.019016	[]	鹿城区	温州市	B0FFH97T2N	[]	沃尔玛停车场	浙江省	[]	交通设施服务;停车场;公共停车场	150904	120.667882	28.019016	沃尔玛
619	118.789166,32.015523	长乐路132号沃尔玛(南京秦淮店)2层	秦淮区	南京市	B0FFHINGC4	[]	沃尔玛停车场	江苏省	[]	交通设施服务;停车场;公共停车场	150904	118.789166	32.015523	沃尔玛
620	113.271383,23.203536	天云街与黄石东路交叉口西南50米	白云区	广州市	B0FFGFBW7I	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.271383	23.203536	沃尔玛
621	121.348888,31.282121	白丽路380号	普陀区	上海市	B0FFGQIJEO	[]	沃尔玛停车场	上海市	[]	交通设施服务;停车场;公共停车场	150904	121.348888	31.282121	沃尔玛
622	107.501182,31.215623	来凤路106号附近	通川区	达州市	B0FFGLLQDY	[]	沃尔玛停车场	四川省	[]	交通设施服务;停车场;公共停车场	150904	107.501182	31.215623	沃尔玛
623	121.235545,31.004593	松汇中路568号鹿都国际购物广场B1	松江区	上海市	B0FFHIS7UR	[]	沃尔玛停车场	上海市	[]	交通设施服务;停车场;公共停车场	150904	121.235545	31.004593	沃尔玛
624	113.260191,23.189600	机场路与S41机场高速出口交叉口西100米	白云区	广州市	B0FFGLCDJT	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.260191	23.189600	沃尔玛
625	119.918170,28.445560	解放街218号	莲都区	丽水市	B0FFG6EWZ5	[]	沃尔玛停车场	浙江省	[]	交通设施服务;停车场;公共停车场	150904	119.918170	28.445560	沃尔玛
626	113.527563,22.254309	前山路59号附近	香洲区	珠海市	B0FFGBDXZG	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.527563	22.254309	沃尔玛
627	113.527609,22.255061	翠微西路北100米	香洲区	珠海市	B0FFGBDXOH	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.527609	22.255061	沃尔玛
628	121.381657,31.352999	沪太公路4899号附近	宝山区	上海市	B0FFH021U7	[]	沃尔玛停车场	上海市	[]	交通设施服务;停车场;公共停车场	150904	121.381657	31.352999	沃尔玛
629	118.308430,32.305357	琅琊东路1180号附近	琅琊区	滁州市	B02260RH40	[]	沃尔玛停车场	安徽省	[]	交通设施服务;停车场;公共停车场	150904	118.308430	32.305357	沃尔玛
630	114.873580,29.510330	洪港街东50米家佳乐购物中心	通山县	咸宁市	B02CB0NIOI	[]	沃尔玛服饰广场	湖北省	[]	购物服务;专卖店;专营店	061200	114.873580	29.510330	沃尔玛
631	121.498175,31.211181	陆家浜路436号	黄浦区	上海市	B0FFGCHI6Y	[]	沃尔玛停车场	上海市	[]	交通设施服务;停车场;路边停车场	150906	121.498175	31.211181	沃尔玛
632	108.379863,30.808356	三峡福斯德步行街与太白路交叉口北150米	万州区	重庆市	B0FFH3LAU7	[]	沃尔玛停车场	重庆市	[]	交通设施服务;停车场;公共停车场	150904	108.379863	30.808356	沃尔玛
633	121.431606,31.137071	老沪闵路809号-1楼	徐汇区	上海市	B0FFGE9183	[]	沃尔玛停车场	上海市	[]	交通设施服务;停车场;公共停车场	150904	121.431606	31.137071	沃尔玛
634	113.486346,22.556756	世纪一路与港义路交叉口北150米	中山市	中山市	B0FFHNDERS	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.486346	22.556756	沃尔玛
635	114.375383,30.880521	黄陂大道289号附近	黄陂区	武汉市	B0FFH25WLK	[]	沃尔玛停车场	湖北省	[]	交通设施服务;停车场;公共停车场	150904	114.375383	30.880521	沃尔玛
636	104.748945,31.782624	[]	江油市	绵阳市	B0FFIL7FY3	[]	沃尔玛停车场	四川省	[]	交通设施服务;停车场;公共停车场	150904	104.748945	31.782624	沃尔玛
637	113.829835,22.906440	玉屏路与金印路交叉口西南150米	东莞市	东莞市	B0FFG1YZA4	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;停车场相关	150900	113.829835	22.906440	沃尔玛
638	108.297168,22.807316	永和路23号附近	西乡塘区	南宁市	B0FFHB2TRD	[]	沃尔玛停车场	广西壮族自治区	[]	交通设施服务;停车场;公共停车场	150904	108.297168	22.807316	沃尔玛
639	113.260848,23.189584	机场路与S41机场高速出口交叉口北50米	白云区	广州市	B0FFHE5B7X	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.260848	23.189584	沃尔玛
640	113.919763,22.539700	南新路3177号(沃尔玛超市快餐部)	南山区	深圳市	B0FFG93MUK	[]	南头沃尔玛餐厅	广东省	13538086648	餐饮服务;快餐厅;快餐厅	050300	113.919763	22.539700	沃尔玛
641	117.062627,39.388319	建设北路与来源道交叉口西150米	武清区	天津市	B0FFH1QTFJ	[]	沃尔玛停车场	天津市	[]	交通设施服务;停车场;公共停车场	150904	117.062627	39.388319	沃尔玛
642	113.819199,22.809327	霄边大街f3层附近	东莞市	东莞市	B0FFHDJB5M	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.819199	22.809327	沃尔玛
643	114.206621,30.559903	龙阳三路与龙阳湖东路交叉口东南150米	汉阳区	武汉市	B0FFHSMJ82	[]	沃尔玛停车场	湖北省	[]	交通设施服务;停车场;公共停车场	150904	114.206621	30.559903	沃尔玛
644	117.204496,31.777370	芙蓉社区引针路国耀·花半里东南50米	蜀山区	合肥市	B0FFGAPCOY	[]	沃尔玛停车场	安徽省	[]	交通设施服务;停车场;路边停车场	150906	117.204496	31.777370	沃尔玛
645	113.378991,23.125500	棠下南闸大街自编8号附近	天河区	广州市	B0FFHFBMF5	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.378991	23.125500	沃尔玛
646	115.938750,28.551787	澄湖一路与澄湖东路交叉口东北100米	南昌县	南昌市	B0FFGD30KQ	[]	沃尔玛停车场	江西省	[]	交通设施服务;停车场;公共停车场	150904	115.938750	28.551787	沃尔玛
647	113.322527,23.095873	新港中路356号	海珠区	广州市	B0FFGLW6R5	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.322527	23.095873	沃尔玛
648	114.532274,36.616694	东柳大街178号附近	丛台区	邯郸市	B0FFG9JEJG	[]	沃尔玛停车场	河北省	[]	交通设施服务;停车场;公共停车场	150904	114.532274	36.616694	沃尔玛
649	106.555236,29.529358	闲庭居4栋	南岸区	重庆市	B0FFGID9OI	[]	沃尔玛停车场	重庆市	[]	交通设施服务;停车场;公共停车场	150904	106.555236	29.529358	沃尔玛
650	118.788765,32.015544	箍桶巷43号-1幢	秦淮区	南京市	B0FFG7U3C8	[]	沃尔玛停车场	江苏省	[]	交通设施服务;停车场;公共停车场	150904	118.788765	32.015544	沃尔玛
651	111.026826,35.033005	河东东街与学苑路交汇处沃尔玛地下一层	盐湖区	运城市	B0FFG1W82O	[]	沃尔玛美食广场	山西省	[]	餐饮服务;中餐厅;中餐厅	050100	111.026826	35.033005	沃尔玛
652	118.623169,24.740608	九二路1148号附近	石狮市	泉州市	B0FFIHKE1A	[]	沃尔玛停车场	福建省	[]	交通设施服务;停车场;公共停车场	150904	118.623169	24.740608	沃尔玛
653	114.103979,22.558211	红岭北路1359-1593号	福田区	深圳市	B0FFGCDG60	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	114.103979	22.558211	沃尔玛
654	115.938283,28.551591	澄湖一路与澄湖东路交叉口东北50米	南昌县	南昌市	B0FFHW9SED	[]	沃尔玛停车场	江西省	[]	交通设施服务;停车场;公共停车场	150904	115.938283	28.551591	沃尔玛
655	114.386255,23.079184	鹅岭西路31号附近	惠城区	惠州市	B0FFGB9TQU	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	114.386255	23.079184	沃尔玛
656	120.135276,30.265405	曙光路与白沙泉支四路交叉口北200米	西湖区	杭州市	B0FFGFQYOE	[]	沃尔玛停车场	浙江省	[]	交通设施服务;停车场;公共停车场	150904	120.135276	30.265405	沃尔玛
657	114.418584,23.115418	惠州大道西200米	惠城区	惠州市	B0FFHGJB9E	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	114.418584	23.115418	沃尔玛
658	113.862353,22.581939	宝安大道4009-3号附近	宝安区	深圳市	B0FFGDHUAO	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.862353	22.581939	沃尔玛
659	113.894486,22.578869	前进一路282号沃尔玛深圳西乡前进路店	宝安区	深圳市	B0FFGFAW81	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.894486	22.578869	沃尔玛
660	104.041822,30.637700	一环路南四段19号	武侯区	成都市	B0FFG7U0QW	[]	沃尔玛停车场	四川省	[]	交通设施服务;停车场;公共停车场	150904	104.041822	30.637700	沃尔玛
661	112.473675,23.056686	城东街道	端州区	肇庆市	B0FFHTOFG3	[]	沃尔玛琪琪公主	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	112.473675	23.056686	沃尔玛
662	100.808385,22.001380	浩宇大道与观澜大道交叉口北50米	景洪市	西双版纳傣族自治州	B0FFIAA59T	[]	沃尔玛停车场	云南省	[]	交通设施服务;停车场;停车场相关	150900	100.808385	22.001380	沃尔玛
663	119.416517,32.398240	扬子江北路101号附近	邗江区	扬州市	B0FFH2BIG3	[]	沃尔玛停车场	江苏省	[]	交通设施服务;停车场;停车场相关	150900	119.416517	32.398240	沃尔玛
664	113.919970,22.539232	南新路3157	南山区	深圳市	B0FFGJ3L2B	[]	沃尔玛停车场	广东省	0755-26816733	交通设施服务;停车场;公共停车场	150904	113.919970	22.539232	沃尔玛
665	121.109607,31.445178	人民南路96号南洋广场C区B1层	太仓市	苏州市	B0FFHU0LLH	[]	沃尔玛停车场	江苏省	14901304245	交通设施服务;停车场;停车场相关	150900	121.109607	31.445178	沃尔玛
666	110.299016,25.304493	抗战路18号附近	叠彩区	桂林市	B03050WX84	[]	沃尔玛停车场	广西壮族自治区	[]	交通设施服务;停车场;公共停车场	150904	110.299016	25.304493	沃尔玛
667	114.123639,22.674045	华南城华利嘉电子市场东二门4楼	龙岗区	深圳市	B0FFI04X36	[]	沃尔玛北区	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	114.123639	22.674045	沃尔玛
668	114.123639,22.674045	华利嘉电子市场4楼	龙岗区	深圳市	B0FFI0XKNB	[]	沃尔玛南区	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	114.123639	22.674045	沃尔玛
669	111.325633,27.723133	上梅镇	新化县	娄底市	B0FFHOQ2Y8	[]	沃尔玛周大生	湖南省	[]	购物服务;购物相关场所;购物相关场所	060000	111.325633	27.723133	沃尔玛
670	114.145696,22.746354	凤岗镇凤深大道	东莞市	东莞市	B0FFH0WLFM	[]	沃尔玛商业广场	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	114.145696	22.746354	沃尔玛
671	114.361740,30.618090	和平大道1198号附近	洪山区	武汉市	B0FFF8XQK2	[]	沃尔玛停车场	湖北省	[]	交通设施服务;停车场;公共停车场	150904	114.361740	30.618090	沃尔玛
672	114.705711,23.755364	中山大道204号附近	源城区	河源市	B0FFH3LYRC	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	114.705711	23.755364	沃尔玛
673	114.986209,27.115056	井冈山大道与孔家湾路交叉口东南50米	吉州区	吉安市	B0FFFZG1P7	[]	沃尔玛停车场	江西省	[]	交通设施服务;停车场;公共停车场	150904	114.986209	27.115056	沃尔玛
674	113.933690,22.943207	荔湾西路341号附近	东莞市	东莞市	B0FFHCUHDN	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.933690	22.943207	沃尔玛
675	114.719367,23.772611	越王大道141号附近	源城区	河源市	B0FFH6T3OL	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	114.719367	23.772611	沃尔玛
676	108.926750,34.259148	西大街西安宏府安定广场3号楼沃尔玛莲湖店	莲湖区	西安市	B0FFICEMT0	[]	沃尔玛停车场	陕西省	[]	交通设施服务;停车场;停车场相关	150900	108.926750	34.259148	沃尔玛
677	120.848544,40.723025	龙湾大街43-1146号附近	龙港区	葫芦岛市	B0FFGANY1V	[]	沃尔玛停车场	辽宁省	[]	交通设施服务;停车场;公共停车场	150904	120.848544	40.723025	沃尔玛
678	115.086381,30.211802	武汉路138号	黄石港区	黄石市	B0FFHHXYL5	[]	沃尔玛停车场	湖北省	[]	交通设施服务;停车场;公共停车场	150904	115.086381	30.211802	沃尔玛
679	112.007449,27.726812	春园步行街沃尔玛	娄星区	娄底市	B0FFI8ZSYC	[]	沃尔玛港式烧腊	湖南省	18574632203	餐饮服务;快餐厅;快餐厅	050300	112.007449	27.726812	沃尔玛
680	113.548724,22.231631	岭南路68号	香洲区	珠海市	B0FFIAT78T	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;停车场相关	150900	113.548724	22.231631	沃尔玛
681	120.792572,30.738266	云东路江南大厦中港城购物中心	南湖区	嘉兴市	B0FFIKL80Q	[]	沃尔玛停车场	浙江省	[]	交通设施服务;停车场;停车场相关	150900	120.792572	30.738266	沃尔玛
682	121.345749,31.260454	曹安公路2200号嘉莲华国际商业广场地上第二、三层	嘉定区	上海市	B0FFFCX9O7	[]	沃尔玛停车场	上海市	4008882788	交通设施服务;停车场;公共停车场	150904	121.345749	31.260454	沃尔玛
683	106.553720,29.562873	人民路135号附近	渝中区	重庆市	B0FFHCQ66O	[]	沃尔玛停车场	重庆市	[]	交通设施服务;停车场;停车场相关	150900	106.553720	29.562873	沃尔玛
684	121.606422,38.908305	奥林匹克广场2号	西岗区	大连市	B0FFGIW8EY	[]	沃尔玛西区	辽宁省	[]	公司企业;公司企业;公司企业	170000	121.606422	38.908305	沃尔玛
685	106.463038,29.563242	沙坪坝正街8-附7-17号附近	沙坪坝区	重庆市	B0FFHCRLGN	[]	沃尔玛停车场	重庆市	[]	交通设施服务;停车场;停车场相关	150900	106.463038	29.563242	沃尔玛
686	113.880618,22.561662	新湖路2120号附近	宝安区	深圳市	B0FFFWVAK6	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.880618	22.561662	沃尔玛
687	106.917900,27.687500	民主路与玉屏路交叉口西北100米	红花岗区	遵义市	B0FFGDOOEP	[]	沃尔玛停车场	贵州省	[]	交通设施服务;停车场;停车场相关	150900	106.917900	27.687500	沃尔玛
688	117.881592,31.600673	东塘路与健康东路交叉口东50米	巢湖市	合肥市	B02271A9XI	[]	沃尔玛停车场	安徽省	[]	交通设施服务;停车场;公共停车场	150904	117.881592	31.600673	沃尔玛
689	114.932098,27.797349	公园南路与团结西路交叉口北100米	渝水区	新余市	B0FFHDO3TG	[]	沃尔玛停车场	江西省	[]	交通设施服务;停车场;公共停车场	150904	114.932098	27.797349	沃尔玛
690	104.060730,30.632627	一环路南三段与电信南街交叉口西南50米	武侯区	成都市	B0FFHMLAL8	[]	沃尔玛停车场	四川省	[]	交通设施服务;停车场;停车场相关	150900	104.060730	30.632627	沃尔玛
691	103.980746,30.722036	蜀西路与阳光街交叉口西北200米	金牛区	成都市	B0FFFVNHL1	[]	沃尔玛停车场	四川省	[]	交通设施服务;停车场;停车场相关	150900	103.980746	30.722036	沃尔玛
692	113.526928,22.254506	翠前北路28号	香洲区	珠海市	B0FFF9N4OD	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.526928	22.254506	沃尔玛
693	116.375249,39.893205	椿树街道宣武门外大街28号沃尔玛购物广场1楼(崇光百货南)	西城区	北京市	B0FFFNZ7IU	[]	沃尔玛超市蛋糕房(宣武门店)	北京市	010-58733666	餐饮服务;餐饮相关场所;餐饮相关	050000	116.375249	39.893205	沃尔玛
694	121.109390,31.445192	人民南路90号附近	太仓市	苏州市	B0FFIHGCEY	[]	沃尔玛停车场	江苏省	[]	交通设施服务;停车场;停车场出入口	150909	121.109390	31.445192	沃尔玛
695	116.265184,40.221842	崔昌路菓岭假日广场沃尔玛超市内	昌平区	北京市	B0FFFPRD9Y	[]	沃尔玛超市蛋糕房(昌平店)	北京市	010-80125966	餐饮服务;餐饮相关场所;餐饮相关	050000	116.265184	40.221842	沃尔玛
696	120.729112,30.684797	王店镇国庆村吉祥西路1号	秀洲区	嘉兴市	B023D0Q2MB	[]	沃尔玛配送中心	浙江省	[]	生活服务;物流速递;物流速递	070500	120.729112	30.684797	沃尔玛
697	113.038433,23.710681	先锋东路5号附近	清城区	清远市	B0FFIIFQRK	[]	沃尔玛停车场	广东省	[]	交通设施服务;停车场;公共停车场	150904	113.038433	23.710681	沃尔玛
698	114.402194,22.742105	金辉路	坪山区	深圳市	B02F38PD4O	[]	沃尔玛配送中心	广东省	0755-84128549	生活服务;物流速递;物流速递	070500	114.402194	22.742105	沃尔玛
699	109.557160,18.346220	红花村三汤小组132号	吉阳区	三亚市	B0FFGJWSH7	[]	沃尔玛麻辣烫	海南省	18708984026	餐饮服务;快餐厅;快餐厅	050300	109.557160	18.346220	沃尔玛
700	114.081337,22.532059	B812路	福田区	深圳市	BV10248620	[]	福星沃尔玛(公交站)	广东省	[]	交通设施服务;公交车站;公交车站相关	150700	114.081337	22.532059	沃尔玛
701	111.997116,27.748398	5路;16路;18路	娄星区	娄底市	BV10513886	[]	五江沃尔玛(公交站)	湖南省	[]	交通设施服务;公交车站;公交车站相关	150700	111.997116	27.748398	沃尔玛
702	114.119446,22.559948	1路;N7路	罗湖区	深圳市	BV10245294	[]	洪湖沃尔玛(公交站)	广东省	[]	交通设施服务;公交车站;公交车站相关	150700	114.119446	22.559948	沃尔玛
703	114.033051,22.553585	45路;73路;104路;316路;323路;325路;B689路;M312路;M369路;高峰专线38路	福田区	深圳市	BV10243836	[]	景田沃尔玛(公交站)	广东省	[]	交通设施服务;公交车站;公交车站相关	150700	114.033051	22.553585	沃尔玛
704	114.136543,22.612169	69路	龙岗区	深圳市	BV10596590	[]	大芬沃尔玛(公交站)	广东省	[]	交通设施服务;公交车站;公交车站相关	150700	114.136543	22.612169	沃尔玛
705	113.922806,22.502722	70路;79路;80路;113路;122路;204路;233路;328路;332路;B605路;K113路;K204路;M241路;M400路;M409路;M448路;M484路;N4路;N4路区间;前海行8号线;机场10线;高快巴士123路	南山区	深圳市	BV10242771	[]	蛇口沃尔玛(公交站)	广东省	[]	交通设施服务;公交车站;公交车站相关	150700	113.922806	22.502722	沃尔玛
706	114.013695,22.913548	黄江1路;黄江8路	东莞市	东莞市	BV10819332	[]	天虹沃尔玛(公交站)	广东省	[]	交通设施服务;公交车站;公交车站相关	150700	114.013695	22.913548	沃尔玛
707	114.532150,22.720118	K1路;K2路;大亚湾202路;大亚湾203路;大亚湾206路B线;大亚湾209路;大亚湾263路;大亚湾368路	惠阳区	惠州市	BV10450752	[]	蓝湾沃尔玛(公交站)	广东省	[]	交通设施服务;公交车站;公交车站相关	150700	114.532150	22.720118	沃尔玛
708	114.144264,22.746328	K101路	东莞市	东莞市	BV10907187	[]	沃尔玛1(公交站)	广东省	[]	交通设施服务;公交车站;公交车站相关	150700	114.144264	22.746328	沃尔玛
709	114.145973,22.746462	凤岗3路;凤岗5路;凤岗7路;凤岗8路	东莞市	东莞市	BV10819701	[]	沃尔玛2(公交站)	广东省	[]	交通设施服务;公交车站;公交车站相关	150700	114.145973	22.746462	沃尔玛
710	106.480176,29.476275	松青路1029号春光购物广场B1层	大渡口区	重庆市	B0FFI8PYU4	[]	京东到家沃尔玛超市(春光购物广场)	重庆市	[]	生活服务;生活服务场所;生活服务场所	070000	106.480176	29.476275	沃尔玛
711	113.873288,34.701998	全城大道与新安路交汇处招商物流内	中牟县	郑州市	B0FFGYAHOO	[]	沃尔玛郑州配送中心	河南省	[]	生活服务;物流速递;物流速递	070500	113.873288	34.701998	沃尔玛
712	114.375085,30.352314	花山大道普洛斯园区2期	江夏区	武汉市	B0FFHHP8FT	[]	沃尔玛武汉配送中心	湖北省	027-59701477	生活服务;物流速递;物流速递	070500	114.375085	30.352314	沃尔玛
713	120.073194,29.303066	南门街与迎恩门一街交叉口东北50米	义乌市	金华市	B0FFHW5VQZ	[]	沃尔玛和世纪联华	浙江省	[]	购物服务;购物相关场所;购物相关场所	060000	120.073194	29.303066	沃尔玛
714	113.284528,40.085440	新建南路街道康乐街兴达园门面房1排2号	城区	大同市	B0FFHBMYLY	[]	沃尔玛电烤串(康乐街店)	山西省	13603525746	餐饮服务;餐饮相关场所;餐饮相关	050000	113.284528	40.085440	沃尔玛
715	118.120018,24.475540	湖滨南路388号	思明区	厦门市	B0FFFRHGSE	[]	沃尔玛富山店(东北门)	福建省	[]	通行设施;临街院门;临街院正门	991401	118.120018	24.475540	沃尔玛
716	121.233578,31.005422	岳阳街道鹿都广场	松江区	上海市	B0FFI097DN	[]	沃尔玛美食广场	上海市	[]	餐饮服务;甜品店;甜品店	050900	121.233578	31.005422	沃尔玛
717	117.202110,39.117579	南京路诚基中心第五大道商业街A1032号	和平区	天津市	B0FFGMV0N0	[]	沃尔玛易百品(和平自提店)	天津市	[]	购物服务;购物相关场所;购物相关场所	060000	117.202110	39.117579	沃尔玛
718	121.503747,31.179341	云台路与齐河路交叉口东150米	浦东新区	上海市	B0FFG95RW1	[]	沃尔玛上南店(北门)	上海市	[]	通行设施;临街院门;临街院门	991400	121.503747	31.179341	沃尔玛
719	125.043557,41.731654	青年路31号1	新宾满族自治县	抚顺市	B019D010AW	[]	沃尔玛商店(青年路店)	辽宁省	024-55033396	购物服务;超级市场;超市	060400	125.043557	41.731654	沃尔玛
720	116.409195,39.997997	安立路58号阳光广场B1层	朝阳区	北京市	B000A9JQ5T	[]	沃尔玛超市面包房(阳光店)	北京市	010-64951201	餐饮服务;糕饼店;糕饼店	050800	116.409195	39.997997	沃尔玛
721	112.473654,23.056663	端州四路8号肇庆市凯德广场	端州区	肇庆市	B0FFGPVCTK	[]	沃尔玛凯德广场(端州店)	广东省	0758-2213088	购物服务;购物相关场所;购物相关场所	060000	112.473654	23.056663	沃尔玛
722	106.462429,29.563068	沙坪坝南街与沙坪坝正街交叉口东南50米	沙坪坝区	重庆市	B0FFHEK1OI	[]	沃尔玛欣阳店(南入口)	重庆市	[]	通行设施;建筑物门;建筑物门	991000	106.462429	29.563068	沃尔玛
723	121.234100,31.005432	松汇西路568号附近	松江区	上海市	B00156YOXE	[]	沃尔玛松江店(西门)	上海市	[]	通行设施;通行设施;通行设施	990000	121.234100	31.005432	沃尔玛
724	120.752240,30.767589	建国中路618号华庭街中亭地下1层	南湖区	嘉兴市	B0FFF9E0DT	[]	沃尔玛华庭店(北门)	浙江省	[]	通行设施;临街院门;临街院门	991400	120.752240	30.767589	沃尔玛
725	116.339497,39.976095	[]	海淀区	北京市	B0FFIL0DAB	[]	沃尔玛熟食(2F入口)	北京市	[]	通行设施;通行设施;通行设施	990000	116.339497	39.976095	沃尔玛
726	121.416583,31.170918	田林路114号1楼附近	徐汇区	上海市	B0FFIBQ8XE	[]	沃尔玛田林店(入口)	上海市	[]	通行设施;通行设施;通行设施	990000	121.416583	31.170918	沃尔玛
727	121.521570,29.871202	环城西路与环城西路南段158弄交叉口西南50米	海曙区	宁波市	B0FFG4IT05	[]	沃尔玛联丰店(东南门)	浙江省	[]	通行设施;临街院门;临街院门	991400	121.521570	29.871202	沃尔玛
728	108.926810,34.259167	西举院巷与西大街交叉口南50米	莲湖区	西安市	B001D0Z508	[]	沃尔玛莲湖店(西门)	陕西省	[]	通行设施;建筑物门;建筑物门	991000	108.926810	34.259167	沃尔玛
729	115.905060,28.630900	三店西路488号	青云谱区	南昌市	B03170TMED	[]	沃尔玛象湖店(西门)	江西省	[]	通行设施;通行设施;通行设施	990000	115.905060	28.630900	沃尔玛
730	118.786690,32.038147	新街口商业步行区与金贸里交叉口东南100米	秦淮区	南京市	B0FFIBUPP7	[]	沃尔玛警务工作站	江苏省	[]	政府机构及社会团体;公检法机构;公安警察	130501	118.786690	32.038147	沃尔玛
731	121.417130,31.170553	桂林路402号	徐汇区	上海市	B00156Z48V	[]	沃尔玛田林店(南门)	上海市	[]	通行设施;临街院门;临街院门	991400	121.417130	31.170553	沃尔玛
732	121.378610,31.187090	虹中路535号	闵行区	上海市	B001579H0F	[]	沃尔玛虹桥店(南门)	上海市	[]	通行设施;建筑物门;建筑物门	991000	121.378610	31.187090	沃尔玛
733	116.409060,39.998800	安立路68号	朝阳区	北京市	B000A9R13C	[]	沃尔玛阳光店(北门)	北京市	[]	通行设施;通行设施;通行设施	990000	116.409060	39.998800	沃尔玛
734	124.406653,40.138790	江城大街209号附近	元宝区	丹东市	B0FFFA0PPD	[]	沃尔玛亿龙连锁公寓	辽宁省	13394152101	住宿服务;住宿服务相关;住宿服务相关	100000	124.406653	40.138790	沃尔玛
735	120.578885,30.004662	小校场	越城区	绍兴市	B0FFG94DTH	[]	沃尔玛-地下停车场	浙江省	[]	交通设施服务;停车场;公共停车场	150904	120.578885	30.004662	沃尔玛
736	118.789611,32.016100	长乐路132号	秦淮区	南京市	B0FFH1OXQ5	[]	沃尔玛秦淮店(北门)	江苏省	[]	通行设施;建筑物门;建筑物门	991000	118.789611	32.016100	沃尔玛
737	120.191820,30.239930	近江路2-1号附近	上城区	杭州市	B0FFH17RZJ	[]	沃尔玛近江店(东门)	浙江省	[]	通行设施;临街院门;临街院门	991400	120.191820	30.239930	沃尔玛
738	106.462370,29.563080	沙正街8号附1号欣阳广场	沙坪坝区	重庆市	B0FFHXOTAM	[]	沃尔玛欣阳店(南门)	重庆市	[]	通行设施;临街院门;临街院门	991400	106.462370	29.563080	沃尔玛
739	113.777427,23.032864	东城中路266号附近	东莞市	东莞市	B0FFG94CE6	[]	沃尔玛-地下停车场	广东省	[]	交通设施服务;停车场;公共停车场|交通设施服务;停车场;路边停车场	150904|150906	113.777427	23.032864	沃尔玛
740	121.430302,31.269312	平利路与志丹路交叉口西50米	普陀区	上海市	B0FFGBBQJW	[]	沃尔玛甘泉店(北2门)	上海市	[]	通行设施;临街院门;临街院门	991400	121.430302	31.269312	沃尔玛
741	118.119565,24.475802	湖滨南路398号	思明区	厦门市	B0FFH1J0SZ	[]	沃尔玛富山店(东1门)	福建省	[]	通行设施;临街院门;临街院门	991400	118.119565	24.475802	沃尔玛
742	118.119506,24.475204	莲坂湖明路厦门国贸大厦	思明区	厦门市	B0FFH1SP0L	[]	沃尔玛富山店(南门)	福建省	[]	通行设施;临街院门;临街院门	991400	118.119506	24.475204	沃尔玛
743	113.260923,23.189693	机场路与S41机场高速出口交叉口北50米	白云区	广州市	B0FFG7PP3T	[]	沃尔玛新市店(东门)	广东省	[]	通行设施;临街院门;临街院门	991400	113.260923	23.189693	沃尔玛
744	120.677805,28.001943	横河南路22幢附近	鹿城区	温州市	B0FFH1MRH7	[]	沃尔玛东海店(北门)	浙江省	[]	通行设施;临街院门;临街院门	991400	120.677805	28.001943	沃尔玛
745	120.678138,28.001012	民航路6号附近	鹿城区	温州市	B0FFH1TU5Q	[]	沃尔玛东海店(南门)	浙江省	[]	通行设施;临街院门;临街院门	991400	120.678138	28.001012	沃尔玛
